district_id,district,region,urban_rural_class,lat,lon,total_pop,poverty_incidence,poverty_intensity,illiteracy_rate,literacy_rate,uninsured_rate,non_employment_share,dependency_ratio,admin_urban_class,geojson_district,gap_merged_for_map,improved_water_pct_rgnbc,surface_water_pct_rgnbc,water_over30min_pct_rgnbc,improved_sanitation_pct_rgnbc,open_defecation_pct_rgnbc,female_literacy_pct_rgnbc,male_literacy_pct_rgnbc,area_km2,pop_density,density_approx_flag,urbanicity_z,san_deficit,water_deficit,nwpri_equal,nwpri_pca,nwpri_pc1_var,genuine_dep_pca,oncho_highrisk,trachoma_hist_endemic,ntd_pov_belt,ntd_anchor_resolution,ntd_anchor_confidence,buruli_focus
62,Atebubu Amantin Municipal,BONO EAST,Municipal,7.72813859999999,-1.09550967027384,144947,28.8,41.5,40.99,59.01,25.49,44.98,76.73,1,ATEBUBU AMANTIN,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,2691.06932099638,53.9,0,-0.864,50.4,17.700000000000003,0.302,0.56,0.605,0.351,1,0,1,region-broadcast,moderate (literature-ecological),0
63,Kintampo North Municipal,BONO EAST,Municipal,8.053714,-1.728919,140250,28.1,43.4,40.52,59.48,21.6,53.38,74.02,1,KINTAMPO NORTH MUNICIPAL,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,5028.52941327658,27.9,0,-1.276,50.4,17.700000000000003,0.234,0.545,0.605,0.251,1,0,1,region-broadcast,moderate (literature-ecological),0
64,Kintampo South,BONO EAST,District,7.94321545,-1.73400515142892,88384,26.0,42.3,40.52,59.48,18.55,46.47,76.72,0,KINTAMPO SOUTH,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,1553.27644517102,56.9,0,-0.83,50.4,17.700000000000003,0.157,0.502,0.605,0.128,1,0,1,region-broadcast,moderate (literature-ecological),0
65,Nkoranza North,BONO EAST,District,7.7184776,-1.64389618122841,56468,25.8,41.4,34.75,65.25,17.75,46.87,74.22,0,NKORANZA NORTH,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,1421.68567113805,39.7,0,-1.055,50.4,17.700000000000003,0.143,0.498,0.605,-0.078,1,0,1,region-broadcast,moderate (literature-ecological),0
66,Nkoranza South Municipal,BONO EAST,Municipal,7.45296465,-1.67701851419084,114642,18.0,41.6,29.96,70.04,14.69,46.81,69.18,1,NKORANZA SOUTH,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,944.9501740502092,121.3,0,-0.356,50.4,17.700000000000003,-0.019,0.337,0.605,-0.564,1,0,1,region-broadcast,moderate (literature-ecological),0
67,Pru East,BONO EAST,District,7.9636217,-0.9549861,100840,30.3,41.2,43.86,56.14,28.24,45.26,75.41,0,PRU EAST,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,1697.22257488349,59.4,0,-0.803,50.4,17.700000000000003,0.365,0.591,0.605,0.54,1,0,1,region-broadcast,moderate (literature-ecological),0
68,Pru West,BONO EAST,District,8.03487795,-1.31329234137589,69820,38.3,40.8,47.34,52.66,41.22,43.97,77.2,0,PRU WEST,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,1611.09626045158,43.3,0,-1.001,50.4,17.700000000000003,0.676,0.756,0.605,1.141,1,0,1,region-broadcast,moderate (literature-ecological),0
69,Sene East,BONO EAST,District,7.6658435,-0.182426172494555,72081,49.5,41.5,49.9,50.1,43.63,43.57,83.92,0,SENE EAST,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,4500.83009263494,16.0,0,-1.623,50.4,17.700000000000003,0.878,0.986,0.605,1.668,1,0,1,region-broadcast,moderate (literature-ecological),0
70,Sene West,BONO EAST,District,7.74897775,-0.618112944814146,70104,26.8,41.0,47.63,52.37,20.33,38.67,75.61,0,SENE WEST,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,3345.4543856907503,21.0,0,-1.453,50.4,17.700000000000003,0.196,0.518,0.605,0.415,1,0,1,region-broadcast,moderate (literature-ecological),0
71,Techiman Municipal,BONO EAST,Municipal,7.5279454,-1.97466940505838,243335,9.8,41.4,23.61,76.39,11.53,43.28,63.26,1,TECHIMAN MUNICIPAL,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,664.866453645782,366.0,0,0.335,50.4,17.700000000000003,-0.187,0.168,0.605,-1.116,1,0,1,region-broadcast,moderate (literature-ecological),0
72,Techiman North,BONO EAST,District,7.70365499999999,-1.98577027897075,102529,15.0,41.8,26.88,73.12,14.99,48.06,65.26,0,TECHIMAN NORTH,0,82.3,16.8,5.9,49.6,44.0,44.9,64.3,399.181543653183,256.8,0,0.113,50.4,17.700000000000003,-0.059,0.276,0.605,-0.768,1,0,1,region-broadcast,moderate (literature-ecological),0
73,Abura Asebu Kwamankese,CENTRAL,District,5.2698722,-1.18890498156872,124465,28.0,44.1,26.92,73.08,35.54,50.57,73.81,0,ABURA-ASEBU-KWAMANKESE,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,382.608087653549,325.3,0,0.261,30.200000000000003,9.799999999999995,-0.136,-0.304,0.605,0.018,0,0,0,region-broadcast,moderate (literature-ecological),0
74,Agona East,CENTRAL,District,5.63553575,-0.654757357749996,98637,25.9,43.6,22.75,77.25,53.92,49.42,67.03,0,AGONA EAST,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,332.83700557069,296.4,0,0.203,30.200000000000003,9.799999999999995,0.105,-0.346,0.605,0.085,0,0,0,region-broadcast,moderate (literature-ecological),0
75,Agona West Municipal,CENTRAL,Municipal,4.8901537,-1.9664135,136569,21.0,43.7,19.49,80.51,36.45,48.1,64.0,1,AGONA WEST MUNICIPAL,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,362.16558356324,377.1,0,0.353,30.200000000000003,9.799999999999995,-0.227,-0.448,0.605,-0.464,0,0,0,region-broadcast,moderate (literature-ecological),0
76,Ajumako Enyan Essiam,CENTRAL,District,5.41243515,-0.984801059019988,120586,29.6,43.5,24.18,75.82,40.74,50.08,76.03,0,AJUMAKO-ENYAN-ESSIAM,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,529.607339817646,227.7,0,0.038,30.200000000000003,9.799999999999995,-0.036,-0.271,0.605,0.066,0,0,0,region-broadcast,moderate (literature-ecological),0
77,Asikuma Odoben Brakwa,CENTRAL,District,5.62649825,-1.02551876426311,126993,29.0,42.3,25.36,74.64,36.64,45.63,74.39,0,ASIKUMA-ODOBEN-BRAKWA,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,785.516182710354,161.7,0,-0.176,30.200000000000003,9.799999999999995,-0.105,-0.284,0.605,0.02,0,0,0,region-broadcast,moderate (literature-ecological),0
78,Assin Central Municipal,CENTRAL,Municipal,5.73294244999999,-1.31730368183195,88753,18.1,42.8,14.64,85.36,34.53,45.5,64.89,1,ASSIN FOSU,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,283.546236825394,313.0,0,0.237,30.200000000000003,9.799999999999995,-0.299,-0.508,0.605,-0.756,0,0,0,region-broadcast,moderate (literature-ecological),0
79,Assin North,CENTRAL,District,5.82545685,-1.37392719579152,80539,31.9,42.0,27.51,72.49,47.2,42.01,71.0,0,ASSIN NORTH,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,738.62700607785,109.0,0,-0.423,30.200000000000003,9.799999999999995,0.094,-0.223,0.605,0.356,0,0,0,region-broadcast,moderate (literature-ecological),0
80,Assin South,CENTRAL,District,5.52889644999999,-1.2709401638536,105995,27.4,41.7,25.67,74.33,36.3,45.56,76.06,0,ASSIN SOUTH,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,1119.09634180981,94.7,0,-0.511,30.200000000000003,9.799999999999995,-0.134,-0.317,0.605,-0.033,0,0,0,region-broadcast,moderate (literature-ecological),0
81,Awutu Senya East Municipal,CENTRAL,Municipal,5.40379055,-0.518157686947431,236527,10.6,42.9,10.35,89.65,41.97,45.99,57.31,1,AWUTU SENYA EAST,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,109.769812835636,2154.8,0,1.444,30.200000000000003,9.799999999999995,-0.3,-0.661,0.605,-1.055,0,0,0,region-broadcast,moderate (literature-ecological),0
82,Awutu Senya West,CENTRAL,District,5.61965885,-0.520145612112832,161460,22.5,44.5,25.3,74.7,57.33,45.22,71.46,0,AWUTU SENYA,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,248.592039437904,649.5,0,0.693,30.200000000000003,9.799999999999995,0.104,-0.416,0.605,0.096,0,0,0,region-broadcast,moderate (literature-ecological),0
83,Cape Cape Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,CENTRAL,Metropolitan,5.1115501,-1.2484127,187365,12.9,44.3,10.95,89.05,27.52,49.04,48.31,1,CAPE COAST METROPOLITAN,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,124.259554376411,1507.9,0,1.22,30.200000000000003,9.799999999999995,-0.48,-0.615,0.605,-1.171,0,0,0,region-broadcast,moderate (literature-ecological),0
84,Effutu Municipal,CENTRAL,Municipal,5.38339225,-0.597395635326539,108816,21.7,44.2,18.59,81.41,29.94,65.75,43.32,1,EFFUTU MUNICIPAL,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,86.5560264783096,1257.2,0,1.107,30.200000000000003,9.799999999999995,-0.313,-0.434,0.605,-0.567,0,0,0,region-broadcast,moderate (literature-ecological),0
85,Ekumfi,CENTRAL,District,5.28914455,-0.908864632637807,56741,31.5,45.6,32.59,67.41,59.34,51.79,82.94,0,EKUMFI,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,280.98640311229303,201.9,0,-0.038,30.200000000000003,9.799999999999995,0.268,-0.231,0.605,0.69,0,0,0,region-broadcast,moderate (literature-ecological),0
86,Gomoa Central,CENTRAL,District,5.47699369999999,-0.589745989100534,82592,18.8,44.1,21.23,78.77,45.73,45.96,72.1,0,GOMOA CENTRAL,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,123.403587215515,669.3,0,0.712,30.200000000000003,9.799999999999995,-0.122,-0.493,0.605,-0.347,0,0,0,region-broadcast,moderate (literature-ecological),0
87,Gomoa East,CENTRAL,District,5.47699369999999,-0.589745989100534,308697,14.4,43.7,14.0,86.0,44.5,48.4,62.35,0,GOMOA EAST,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,548.497613729919,562.8,0,0.604,30.200000000000003,9.799999999999995,-0.206,-0.583,0.605,-0.76,0,0,0,region-broadcast,moderate (literature-ecological),0
88,Gomoa West,CENTRAL,District,5.38725545,-0.833638570821268,129512,28.3,44.4,30.44,69.56,50.47,49.05,78.12,0,GOMOA WEST,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,342.44556454628804,378.2,0,0.355,30.200000000000003,9.799999999999995,0.089,-0.297,0.605,0.37,0,0,0,region-broadcast,moderate (literature-ecological),0
89,Komenda Edina Eguafo Abirem Municipal,CENTRAL,Municipal,5.1302015,-1.43995928979516,166017,25.1,44.2,26.06,73.94,45.3,49.94,71.61,1,KOMENDA-EDINA-EGUAFO-ABIREM MUNICIPAL,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,459.350600708015,361.4,0,0.327,30.200000000000003,9.799999999999995,-0.035,-0.363,0.605,0.033,0,0,0,region-broadcast,moderate (literature-ecological),0
90,Mfantsiman Municipal,CENTRAL,Municipal,5.27644145,-1.03472089878279,168905,24.0,44.8,23.38,76.62,39.69,51.22,69.23,1,MFANTSEMAN MUNICIPAL,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,305.36463816253297,553.1,0,0.593,30.200000000000003,9.799999999999995,-0.134,-0.386,0.605,-0.18,0,0,0,region-broadcast,moderate (literature-ecological),0
91,Twifo Ati Morkwa,CENTRAL,District,5.61529845,-1.57822136908747,100851,34.1,42.7,27.22,72.78,44.01,49.29,72.45,0,TWIFO ATTI-MORKWA,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,971.5879377647932,103.8,0,-0.454,30.200000000000003,9.799999999999995,0.08,-0.179,0.605,0.378,0,0,0,region-broadcast,moderate (literature-ecological),0
92,Twifo Heman Lower Denkyira,CENTRAL,District,5.49471475,-1.53636464977824,66075,32.1,42.4,25.88,74.12,55.39,45.72,70.72,0,TWIFO HEMANG LOWER DENKYIRA,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,584.7277504905011,113.0,0,-0.401,30.200000000000003,9.799999999999995,0.218,-0.219,0.605,0.435,0,0,0,region-broadcast,moderate (literature-ecological),0
93,Upper Denkyira East Municipal,CENTRAL,Municipal,5.83523424999999,-1.73920835777296,110141,24.3,43.8,21.21,78.79,27.9,50.8,65.3,1,UPPER DENKYIRA EAST MUNICIPAL,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,510.745996798256,215.6,0,0.004,30.200000000000003,9.799999999999995,-0.304,-0.381,0.605,-0.418,0,0,0,region-broadcast,moderate (literature-ecological),0
94,Upper Denkyira West,CENTRAL,District,6.10783305,-2.06931071266353,91025,24.5,43.6,28.16,71.84,48.34,43.64,60.73,0,UPPER DENKYIRA WEST,0,90.2,9.1,5.7,69.8,12.7,72.9,74.1,589.811336204071,154.3,0,-0.206,30.200000000000003,9.799999999999995,0.001,-0.375,0.605,0.125,0,0,0,region-broadcast,moderate (literature-ecological),0
95,Abuakwa North Municipal,EASTERN,Municipal,6.2336986,-0.382588987736012,76195,15.7,42.9,14.47,85.53,20.35,51.68,62.23,1,ABUAKWA NORTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,161.925496628189,470.6,0,0.492,26.5,12.700000000000005,-0.582,-0.632,0.605,-1.064,0,0,0,region-broadcast,moderate (literature-ecological),0
96,Abuakwa South Municipal,EASTERN,Municipal,6.1727705,-0.470361048613095,89051,21.1,43.4,19.44,80.56,21.98,51.29,62.49,1,ABUAKWA SOUTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,355.953113429043,250.2,0,0.097,26.5,12.700000000000005,-0.477,-0.52,0.605,-0.682,0,0,0,region-broadcast,moderate (literature-ecological),0
97,Achiase,EASTERN,District,5.8354534,-0.9966928,56348,29.9,44.6,25.7,74.3,31.76,51.87,73.22,0,ACHIASE,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,421.582971462315,133.7,0,-0.295,26.5,12.700000000000005,-0.201,-0.339,0.605,-0.01,0,0,0,region-broadcast,moderate (literature-ecological),0
98,Akwapim North Municipal,EASTERN,Municipal,5.9014961,-0.14597334325382,105315,20.1,43.2,14.53,85.47,21.47,58.37,58.62,1,AKWAPEM NORTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,311.951823827461,337.6,0,0.284,26.5,12.700000000000005,-0.5,-0.541,0.605,-0.885,0,0,0,region-broadcast,moderate (literature-ecological),0
99,Akwapim South Municipal,EASTERN,Municipal,8.25846,0.508747,76922,19.4,43.5,15.17,84.83,30.66,51.9,55.43,1,AKWAPEM SOUTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,228.053175314112,337.3,0,0.283,26.5,12.700000000000005,-0.374,-0.555,0.605,-0.75,0,0,0,region-broadcast,moderate (literature-ecological),1
100,Akyemansa,EASTERN,District,6.0815994,-1.11546439579942,91038,23.6,42.4,27.68,72.32,26.48,43.6,73.18,0,AKYEM MANSA,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,623.122693029572,146.1,0,-0.24,26.5,12.700000000000005,-0.373,-0.469,0.605,-0.255,0,0,0,region-broadcast,moderate (literature-ecological),0
101,Asene Manso Akroso,EASTERN,District,5.85516295,-0.8089562448565,77498,25.7,42.5,24.11,75.89,30.19,47.31,72.11,0,ASENE AKROSO MANSO,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,426.184707019485,181.8,0,-0.103,26.5,12.700000000000005,-0.287,-0.425,0.605,-0.238,0,0,0,region-broadcast,moderate (literature-ecological),0
102,Asuogyaman,EASTERN,District,6.36279085,0.0952598707485648,101256,21.8,43.1,18.67,81.33,21.4,51.68,63.12,0,ASUOGYAMAN,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,780.6911079769501,129.7,0,-0.314,26.5,12.700000000000005,-0.475,-0.506,0.605,-0.69,0,0,0,region-broadcast,moderate (literature-ecological),0
103,Atiwa East,EASTERN,District,6.3954833,-0.597296233359515,64647,18.4,42.4,20.07,79.93,17.86,45.86,71.1,0,ATIWA EAST,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,591.233600830166,109.3,0,-0.421,26.5,12.700000000000005,-0.578,-0.576,0.605,-0.822,0,0,0,region-broadcast,moderate (literature-ecological),0
104,Atiwa West,EASTERN,District,6.20778059999999,-0.635808682575408,61219,18.9,42.5,20.46,79.54,29.79,42.76,71.78,0,ATIWA WEST,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,596.698132107407,102.6,0,-0.461,26.5,12.700000000000005,-0.394,-0.565,0.605,-0.61,0,0,0,region-broadcast,moderate (literature-ecological),0
105,Ayensuano,EASTERN,District,5.94469995,-0.449937193103216,94594,29.1,42.9,27.38,72.62,46.51,42.7,74.96,0,AYENSUANO,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,507.94425089975,186.2,0,-0.088,26.5,12.700000000000005,0.005,-0.354,0.605,0.239,0,0,0,region-broadcast,moderate (literature-ecological),0
106,Birim Central Municipal,EASTERN,Municipal,5.97391735,-1.00480959493596,76302,11.9,41.9,13.04,86.96,12.18,51.4,56.69,1,BIRIM CENTRAL MUNICIPAL,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,108.304491301941,704.5,0,0.744,26.5,12.700000000000005,-0.759,-0.71,0.605,-1.373,0,0,0,region-broadcast,moderate (literature-ecological),0
107,Birim North,EASTERN,District,6.3681437,-1.02271793293055,82669,18.3,42.6,21.3,78.7,17.16,45.72,68.66,0,BIRIM NORTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,577.601338047081,143.1,0,-0.253,26.5,12.700000000000005,-0.59,-0.578,0.605,-0.796,0,0,0,region-broadcast,moderate (literature-ecological),0
108,Birim South,EASTERN,District,5.9375343,-1.0087951,35654,24.9,43.6,20.44,79.56,29.4,50.64,67.96,0,BIRIM SOUTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,317.209458675034,112.4,0,-0.404,26.5,12.700000000000005,-0.311,-0.442,0.605,-0.398,0,0,0,region-broadcast,moderate (literature-ecological),0
109,Denkyembuor,EASTERN,District,6.05,-0.8,77029,18.1,42.3,19.87,80.13,12.96,53.42,61.19,0,DENKYEMBOUR,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,444.280493707638,173.4,0,-0.133,26.5,12.700000000000005,-0.655,-0.583,0.605,-0.914,0,0,0,region-broadcast,moderate (literature-ecological),0
110,Fanteakwa North,EASTERN,District,6.49761694999999,-0.362546050326661,56987,28.9,41.9,28.56,71.44,30.99,42.24,69.56,0,FANTEAKWA NORTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,853.459098336097,66.8,0,-0.729,26.5,12.700000000000005,-0.228,-0.36,0.605,0.035,0,0,0,region-broadcast,moderate (literature-ecological),0
111,Fanteakwa South,EASTERN,District,6.37117379999999,-0.311872167608319,54634,21.7,41.7,17.87,82.13,24.61,44.9,63.95,0,FANTEAKWA SOUTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,267.16616690485,204.5,0,-0.03,26.5,12.700000000000005,-0.429,-0.508,0.605,-0.671,0,0,0,region-broadcast,moderate (literature-ecological),0
112,Kwaebibirem Municipal,EASTERN,Municipal,6.23359759999999,-0.87590978580917,121698,19.6,42.9,20.38,79.62,20.02,46.8,68.09,1,KWAEBIBIREM,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,818.744070859772,148.6,0,-0.229,26.5,12.700000000000005,-0.528,-0.551,0.605,-0.736,0,0,0,region-broadcast,moderate (literature-ecological),0
113,Kwahu Afram Plains North,EASTERN,District,6.8753584,0.0047456123339843,66555,48.5,41.9,42.23,57.77,48.1,39.26,72.11,0,KWAHU AFRAM PLAINS NORTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,2391.56826853602,27.8,0,-1.278,26.5,12.700000000000005,0.317,0.044,0.605,1.451,0,0,0,region-broadcast,moderate (literature-ecological),0
114,Kwahu Afram Plains South,EASTERN,District,6.8854777,-0.460380290065423,74002,39.1,41.6,40.55,59.45,44.69,37.9,73.52,0,KWAHU AFRAM PLAINS SOUTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,3161.94628471314,23.4,0,-1.386,26.5,12.700000000000005,0.127,-0.149,0.605,1.003,0,0,0,region-broadcast,moderate (literature-ecological),0
115,Kwahu East,EASTERN,District,6.73342465,-0.81009459846416,80233,29.4,42.0,23.88,76.12,31.3,48.68,69.36,0,KWAHU EAST,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,636.39033883778,126.1,0,-0.332,26.5,12.700000000000005,-0.216,-0.349,0.605,-0.094,0,0,0,region-broadcast,moderate (literature-ecological),0
116,Kwahu South Municipal,EASTERN,Municipal,8.25846,0.508747,79851,28.8,43.4,23.7,76.3,28.58,50.51,72.27,1,KWAHU SOUTH,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,812.163124657246,98.3,0,-0.488,26.5,12.700000000000005,-0.265,-0.362,0.605,-0.163,0,0,0,region-broadcast,moderate (literature-ecological),0
117,Kwahu West Municipal,EASTERN,Municipal,6.49118254999999,-0.728456087972531,145429,15.1,41.9,16.51,83.49,16.52,45.3,70.49,1,KWAHU WEST,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,408.998941092068,355.6,0,0.317,26.5,12.700000000000005,-0.647,-0.644,0.605,-1.078,0,0,0,region-broadcast,moderate (literature-ecological),0
118,Lower Manya Krobo Municipal,EASTERN,Municipal,6.2127831,-0.0404975690174626,121849,19.8,43.4,19.84,80.16,20.49,57.16,56.29,1,LOWER MANYA,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,310.016204506007,393.0,0,0.379,26.5,12.700000000000005,-0.518,-0.547,0.605,-0.739,0,0,0,region-broadcast,moderate (literature-ecological),0
119,New Juaben North Municipal,EASTERN,Municipal,6.1364245,-0.312846157003848,88716,10.6,41.7,9.87,90.13,11.26,54.38,50.26,1,NEW JUABEN NORTH MUNICIPAL,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,107.437758669365,825.7,0,0.844,26.5,12.700000000000005,-0.792,-0.737,0.605,-1.537,0,0,0,region-broadcast,moderate (literature-ecological),0
120,New Juaben South Municipal,EASTERN,Municipal,6.0721368,-0.260652306105858,129741,8.5,41.1,9.11,90.89,12.52,48.46,49.28,1,NEW JUABEN SOUTH MUNICIPAL,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,55.2180534845047,2349.6,0,1.498,26.5,12.700000000000005,-0.805,-0.78,0.605,-1.619,0,0,0,region-broadcast,moderate (literature-ecological),0
121,Nsawam Adoagyiri Municipal,EASTERN,Municipal,5.81791215,-0.36426765,155597,13.0,43.4,15.54,84.46,29.26,46.65,59.82,1,NSAWAM ADOAGYIRI,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,178.026503409819,874.0,0,0.879,26.5,12.700000000000005,-0.49,-0.686,0.605,-0.992,0,0,0,region-broadcast,moderate (literature-ecological),0
122,Okere,EASTERN,District,6.04034605,-0.127770489495342,51675,24.0,42.4,21.53,78.47,35.07,47.78,68.37,0,OKERE,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,312.23290162362,165.5,0,-0.162,26.5,12.700000000000005,-0.24,-0.46,0.605,-0.31,0,0,0,region-broadcast,moderate (literature-ecological),0
123,Suhum Municipal,EASTERN,Municipal,6.035885,-0.4552751,126403,17.6,42.0,18.91,81.09,28.55,41.42,65.01,1,SUHUM MUNICIPAL,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,365.544351288502,345.8,0,0.299,26.5,12.700000000000005,-0.432,-0.592,0.605,-0.726,0,0,0,region-broadcast,moderate (literature-ecological),1
124,Upper Manya Krobo,EASTERN,District,6.40201115,-0.134429386146108,70612,32.7,40.5,35.31,64.69,38.15,36.01,71.76,0,UPPER MANYA,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,875.8335697497371,80.6,0,-0.612,26.5,12.700000000000005,-0.065,-0.281,0.605,0.501,0,0,0,region-broadcast,moderate (literature-ecological),0
125,Upper West Akim,EASTERN,District,5.80678025,-0.540057196199224,95855,29.7,43.7,28.33,71.67,49.22,44.61,74.06,0,UPPER WEST AKIM,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,348.266306142887,275.2,0,0.156,26.5,12.700000000000005,0.054,-0.342,0.605,0.333,0,0,0,region-broadcast,moderate (literature-ecological),0
