district_id,district,region,urban_rural_class,lat,lon,total_pop,poverty_incidence,poverty_intensity,illiteracy_rate,literacy_rate,uninsured_rate,non_employment_share,dependency_ratio,admin_urban_class,geojson_district,gap_merged_for_map,improved_water_pct_rgnbc,surface_water_pct_rgnbc,water_over30min_pct_rgnbc,improved_sanitation_pct_rgnbc,open_defecation_pct_rgnbc,female_literacy_pct_rgnbc,male_literacy_pct_rgnbc,area_km2,pop_density,density_approx_flag,urbanicity_z,san_deficit,water_deficit,nwpri_equal,nwpri_pca,nwpri_pc1_var,genuine_dep_pca,oncho_highrisk,trachoma_hist_endemic,ntd_pov_belt,ntd_anchor_resolution,ntd_anchor_confidence,buruli_focus
126,West Akim Municipal,EASTERN,Municipal,5.9070609,-0.68318054757923,117681,23.7,43.0,23.19,76.81,28.11,47.65,67.25,1,WEST AKIM,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,483.522121013218,243.4,0,0.079,26.5,12.700000000000005,-0.348,-0.467,0.605,-0.372,0,0,0,region-broadcast,moderate (literature-ecological),0
127,Yilo Krobo Municipal,EASTERN,Municipal,6.1564095,-0.167401779755807,122398,21.5,42.1,21.14,78.86,29.42,44.66,64.29,1,YILO KROBO,0,87.3,9.8,2.1,73.5,5.7,66.7,72.8,492.421091627254,248.6,0,0.093,26.5,12.700000000000005,-0.361,-0.512,0.605,-0.499,0,0,0,region-broadcast,moderate (literature-ecological),0
128,Ablekuma Central Municipal,GREATER ACCRA,Municipal,5.5541808,-0.24078224491606,169145,9.4,45.2,11.92,88.08,36.53,40.78,48.09,1,ABLEKUMA CENTRAL MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,14.3204419411221,11811.4,0,2.508,8.799999999999997,1.5,-0.801,-1.269,0.605,-1.13,0,0,0,region-broadcast,moderate (literature-ecological),0
129,Ablekuma North Municipal,GREATER ACCRA,Municipal,5.58719365,-0.263259064824942,159208,8.3,42.9,7.15,92.85,36.66,39.56,46.84,1,ABLEKUMA NORTH MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,29.969520840531302,5312.3,0,2.008,8.799999999999997,1.5,-0.816,-1.292,0.605,-1.323,0,0,0,region-broadcast,moderate (literature-ecological),0
130,Ablekuma West Municipal,GREATER ACCRA,Municipal,5.5431939,-0.26615017413473,153490,8.9,43.0,8.15,91.85,39.41,42.78,51.22,1,ABLEKUMA WEST MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,13.1077035931969,11709.9,0,2.502,8.799999999999997,1.5,-0.766,-1.28,0.605,-1.227,0,0,0,region-broadcast,moderate (literature-ecological),0
131,"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",GREATER ACCRA,Metropolitan,5.55381875,-0.205849787615075,276997,11.1,43.9,16.66,83.34,38.04,41.15,37.93,1,ACCRA METROPOLIS,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,5.708549286712651,48523.2,0,3.392,8.799999999999997,1.5,-0.754,-1.234,0.605,-0.892,0,0,0,region-broadcast,moderate (literature-ecological),0
132,Ada East,GREATER ACCRA,District,5.8761016,0.549568161630084,76411,28.2,44.2,29.29,70.71,42.91,51.26,72.14,0,ADA EAST,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,294.68682037467005,259.3,0,0.119,8.799999999999997,1.5,-0.427,-0.883,0.605,0.214,0,0,0,region-broadcast,moderate (literature-ecological),0
133,Ada West,GREATER ACCRA,District,5.9040093,0.420370257026968,76087,40.1,44.7,33.13,66.87,59.26,49.9,82.13,0,ADA WEST,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,329.286368472826,231.1,0,0.047,8.799999999999997,1.5,-0.008,-0.637,0.605,1.02,0,0,0,region-broadcast,moderate (literature-ecological),0
134,Adentan Municipal,GREATER ACCRA,Municipal,5.7042433,-0.1690967,265971,8.3,41.8,7.13,92.87,37.46,43.07,46.46,1,ADENTA MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,79.2597109952073,3355.7,0,1.721,8.799999999999997,1.5,-0.804,-1.292,0.605,-1.312,0,0,0,region-broadcast,moderate (literature-ecological),0
135,Ashaiman Municipal,GREATER ACCRA,Municipal,5.6993574,-0.0348533202566188,208060,7.5,43.3,11.32,88.68,35.07,37.86,49.75,1,ASHAIMAN MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,18.8582657810806,11032.8,0,2.465,8.799999999999997,1.5,-0.851,-1.309,0.605,-1.241,0,0,0,region-broadcast,moderate (literature-ecological),0
136,Ayawaso Central Municipal,GREATER ACCRA,Municipal,5.59137939999999,-0.212668442666915,94831,12.2,42.8,9.12,90.88,43.81,44.05,44.36,1,AYAWASO CENTRAL MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,1.58201519218731,59943.2,0,3.524,8.799999999999997,1.5,-0.652,-1.211,0.605,-1.009,0,0,0,region-broadcast,moderate (literature-ecological),0
137,Ayawaso East Municipal,GREATER ACCRA,Municipal,5.5828425,-0.194266228463183,53004,15.4,44.0,19.03,80.97,38.87,51.72,49.49,1,AYAWASO EAST MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,6.295160381688119,8419.8,0,2.296,8.799999999999997,1.5,-0.677,-1.146,0.605,-0.646,0,0,0,region-broadcast,moderate (literature-ecological),0
138,Ayawaso North Municipal,GREATER ACCRA,Municipal,5.5908829,-0.199044848506062,63386,13.9,43.8,14.26,85.74,33.99,50.2,47.21,1,AYAWASO NORTH MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,5.01574984882736,12637.4,0,2.55,8.799999999999997,1.5,-0.772,-1.177,0.605,-0.929,0,0,0,region-broadcast,moderate (literature-ecological),0
139,Ayawaso West Municipal,GREATER ACCRA,Municipal,5.62669775,-0.179111178909241,75303,9.3,41.6,5.41,94.59,35.1,54.61,29.64,1,AYAWASO WEST,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,33.1585410353336,2271.0,0,1.476,8.799999999999997,1.5,-0.824,-1.272,0.605,-1.367,0,0,0,region-broadcast,moderate (literature-ecological),0
140,Ga Central Municipal,GREATER ACCRA,Municipal,5.3203951,-2.0334832,332232,8.3,42.6,7.0,93.0,43.68,41.33,50.79,1,GA CENTRAL MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,49.8157331986237,6669.2,0,2.15,8.799999999999997,1.5,-0.712,-1.292,0.605,-1.221,0,0,0,region-broadcast,moderate (literature-ecological),0
141,Ga East Municipal,GREATER ACCRA,Municipal,5.669162,-0.333376,283379,10.1,41.8,6.67,93.33,37.32,45.54,46.33,1,GA EAST,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,87.1126846613131,3253.0,0,1.701,8.799999999999997,1.5,-0.779,-1.255,0.605,-1.263,0,0,0,region-broadcast,moderate (literature-ecological),0
142,Ga North Municipal,GREATER ACCRA,Municipal,5.669162,-0.333376,235292,10.5,42.3,8.04,91.96,36.7,46.83,50.29,1,GA NORTH MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,126.86761394325,1854.6,0,1.35,8.799999999999997,1.5,-0.782,-1.247,0.605,-1.214,0,0,0,region-broadcast,moderate (literature-ecological),0
143,Ga South Municipal,GREATER ACCRA,Municipal,5.669162,-0.333376,350121,15.8,44.1,14.28,85.72,51.14,45.22,60.03,1,GA SOUTH MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,181.213883865276,1932.1,0,1.375,8.799999999999997,1.5,-0.49,-1.137,0.605,-0.599,0,0,0,region-broadcast,moderate (literature-ecological),1
144,Ga West Municipal,GREATER ACCRA,Municipal,5.669162,-0.333376,314299,10.5,43.3,11.33,88.67,39.3,45.61,60.15,1,GA WEST MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,177.82713491931,1767.4,0,1.32,8.799999999999997,1.5,-0.744,-1.247,0.605,-1.067,0,0,0,region-broadcast,moderate (literature-ecological),1
145,Korle Klottey Municipal,GREATER ACCRA,Municipal,5.55901944999999,-0.19823054970895,68633,10.6,43.4,9.2,90.8,34.32,44.23,38.14,1,KORLE KLOTTEY MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,10.0320232972355,6841.4,0,2.166,8.799999999999997,1.5,-0.816,-1.245,0.605,-1.209,0,0,0,region-broadcast,moderate (literature-ecological),0
146,Kpone Katamanso Municipal,GREATER ACCRA,Municipal,5.77159775,-0.0733651054089466,412828,10.5,43.1,9.26,90.74,37.86,44.34,56.17,1,KPONE KATAMANSO,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,243.953249461935,1692.2,0,1.292,8.799999999999997,1.5,-0.765,-1.247,0.605,-1.156,0,0,0,region-broadcast,moderate (literature-ecological),0
147,Krowor Municipal,GREATER ACCRA,Municipal,5.60941925,-0.0769277820845922,143012,12.4,42.4,7.14,92.86,43.14,47.78,43.47,1,KROWOR MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,18.6433830818758,7670.9,0,2.238,8.799999999999997,1.5,-0.659,-1.207,0.605,-1.076,0,0,0,region-broadcast,moderate (literature-ecological),0
148,La Dade-Kotopon Municipal,GREATER ACCRA,Municipal,5.58947605,-0.156988356399583,140264,8.9,43.1,5.47,94.53,37.07,42.18,45.64,1,LA DADE-KOTOPON,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,36.628598915328006,3829.4,0,1.803,8.799999999999997,1.5,-0.801,-1.28,0.605,-1.35,0,0,0,region-broadcast,moderate (literature-ecological),0
149,La Nkwantanang Madina Municipal,GREATER ACCRA,Municipal,5.74468145,-0.172508699400876,220757,11.3,42.7,7.71,92.29,35.27,47.04,46.28,1,LA-NKWANTANANG-MADINA,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,72.0983140465422,3061.9,0,1.663,8.799999999999997,1.5,-0.792,-1.231,0.605,-1.217,0,0,0,region-broadcast,moderate (literature-ecological),0
150,Ledzokuku Municipal,GREATER ACCRA,Municipal,5.6050983,-0.114493361214251,217304,11.3,43.3,8.55,91.45,37.76,46.33,46.06,1,LEDZOKUKU MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,29.7200615021977,7311.7,0,2.208,8.799999999999997,1.5,-0.755,-1.23,0.605,-1.152,0,0,0,region-broadcast,moderate (literature-ecological),0
151,Ningo-Prampram,GREATER ACCRA,Municipal,5.81176965,0.146110955005239,204673,19.4,44.0,17.4,82.6,45.17,46.48,60.55,1,NINGO/PRAMPRAM,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,632.8438516229351,323.4,0,0.257,8.799999999999997,1.5,-0.525,-1.063,0.605,-0.458,0,0,0,region-broadcast,moderate (literature-ecological),0
152,Okaikoi North Municipal,GREATER ACCRA,Municipal,5.6104365,-0.2395459,160446,11.1,42.4,7.96,92.04,33.88,46.24,43.98,1,OKAIKWEI NORTH MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,22.800094789057702,7037.1,0,2.184,8.799999999999997,1.5,-0.815,-1.235,0.605,-1.237,0,0,0,region-broadcast,moderate (literature-ecological),0
153,Shai-Osudoku,GREATER ACCRA,District,5.95875335,0.161872328401567,105610,23.5,44.2,21.55,78.45,28.74,51.3,63.48,0,SHAI OSUDOKU,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,985.4900622412712,107.2,0,-0.434,8.799999999999997,1.5,-0.707,-0.98,0.605,-0.423,0,0,0,region-broadcast,moderate (literature-ecological),0
154,Tema Metropolitan Area (TMA)-Tema Central & Tema East,GREATER ACCRA,Metropolitan,5.6698,-0.01657,174494,11.6,43.8,11.35,88.65,45.19,44.46,44.81,1,TEMA METROPOLITAN,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,43.347779768407,4025.4,0,1.834,8.799999999999997,1.5,-0.64,-1.224,0.605,-0.937,0,0,0,region-broadcast,moderate (literature-ecological),0
155,Tema West Municipal,GREATER ACCRA,Municipal,5.65076355,-0.0688760444019398,196224,8.2,42.0,5.49,94.51,39.21,42.54,46.38,1,TEMA WEST MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,45.926454864527,4272.6,0,1.872,8.799999999999997,1.5,-0.779,-1.294,0.605,-1.342,0,0,0,region-broadcast,moderate (literature-ecological),0
156,Weija Gbawe Municipal,GREATER ACCRA,Municipal,5.55414475,-0.296466750643799,213674,8.7,42.9,7.82,92.18,39.69,41.93,52.9,1,WEIJA GBAWE MUNICIPAL,0,98.5,1.5,0.2,91.2,4.9,79.2,93.9,166.345312531157,1284.5,0,1.12,8.799999999999997,1.5,-0.765,-1.284,0.605,-1.241,0,0,0,region-broadcast,moderate (literature-ecological),0
157,Gushegu Municipal,NORTHERN,Municipal,9.9185016,-0.2164706,153965,51.5,44.3,59.79,40.21,48.12,53.48,109.25,1,GUSHEGU,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,2774.18467583577,55.5,0,-0.845,74.1,29.40000000000001,1.611,1.952,0.605,2.13,1,1,1,region-broadcast,moderate (literature-ecological),0
158,Karaga,NORTHERN,District,9.9267799,-0.4316607,114225,50.5,46.5,60.84,39.16,43.87,57.04,102.94,0,KARAGA,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,3237.67546594323,35.3,0,-1.128,74.1,29.40000000000001,1.533,1.931,0.605,2.063,1,1,1,region-broadcast,moderate (literature-ecological),0
159,Kpandai,NORTHERN,District,8.4635789,-0.0119853,126213,48.6,42.1,51.02,48.98,53.63,41.44,89.3,0,KPANDAI,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1165.3008666433,108.3,0,-0.427,74.1,29.40000000000001,1.649,1.893,0.605,1.824,1,1,1,region-broadcast,moderate (literature-ecological),0
160,Kumbungu,NORTHERN,District,9.5591282,-0.9467086,110586,45.0,46.4,50.71,49.29,35.69,66.73,98.46,0,KUMBUNGU,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1597.8269207477802,69.2,0,-0.707,74.1,29.40000000000001,1.33,1.818,0.605,1.41,1,1,1,region-broadcast,moderate (literature-ecological),0
161,Mion,NORTHERN,District,9.45284905,-0.335525511842833,94930,53.4,44.5,60.72,39.28,42.38,52.19,101.83,0,MION,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,2807.07524452501,33.8,0,-1.156,74.1,29.40000000000001,1.554,1.991,0.605,2.142,1,1,1,region-broadcast,moderate (literature-ecological),0
162,Nanton,NORTHERN,District,9.55848269999999,-0.710728600167338,50767,39.9,45.3,55.04,44.96,38.79,55.29,99.2,0,NANTON,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,493.37352893776296,102.9,0,-0.459,74.1,29.40000000000001,1.3,1.713,0.605,1.412,1,1,1,region-broadcast,moderate (literature-ecological),0
163,Nanumba North Municipal,NORTHERN,Municipal,8.92200959999999,-0.138644700894755,188680,41.5,41.4,53.02,46.98,43.86,46.05,96.88,1,NANUMBA NORTH,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,2331.89800623914,80.9,0,-0.61,74.1,29.40000000000001,1.399,1.747,0.605,1.482,1,1,1,region-broadcast,moderate (literature-ecological),0
164,Nanumba South,NORTHERN,District,8.76637935,0.0549741822848612,106374,46.3,42.3,54.98,45.02,43.47,44.84,106.03,0,NANUMBA SOUTH,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1843.4377605668697,57.7,0,-0.821,74.1,29.40000000000001,1.465,1.845,0.605,1.714,1,1,1,region-broadcast,moderate (literature-ecological),0
165,Saboba,NORTHERN,District,9.70870525,0.196098328672698,95683,46.0,45.3,45.9,54.1,21.53,56.1,88.3,0,SABOBA,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1814.44305999963,52.7,0,-0.878,74.1,29.40000000000001,1.135,1.837,0.605,1.076,1,1,1,region-broadcast,moderate (literature-ecological),0
166,Sagnarigu Municipal,NORTHERN,Municipal,9.48585935,-0.855049753344912,341711,18.7,43.9,27.51,72.49,18.26,58.87,71.78,1,SAGNERIGU,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,207.40838535997,1647.5,0,1.276,74.1,29.40000000000001,0.681,1.276,0.605,-0.564,1,1,1,region-broadcast,moderate (literature-ecological),0
167,Savelugu Municipal,NORTHERN,Municipal,9.6260647,-0.8258943,122888,41.1,45.5,49.39,50.61,35.83,67.25,90.57,1,SAVELUGU,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1603.74189622179,76.6,0,-0.644,74.1,29.40000000000001,1.274,1.738,0.605,1.228,1,1,1,region-broadcast,moderate (literature-ecological),0
168,Tamale Metropolitan Area (TMA)-Tamale Central & Tamale South,NORTHERN,Metropolitan,9.40078,-0.8393,367324,21.0,44.0,33.61,66.39,26.65,52.76,68.75,1,TAMALE METROPOLITAN,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,669.085970876808,549.0,0,0.588,74.1,29.40000000000001,0.839,1.324,0.605,-0.155,1,1,1,region-broadcast,moderate (literature-ecological),0
169,Tatale Sanguli,NORTHERN,District,9.34906725,0.514632473680653,74805,52.4,43.5,54.72,45.28,48.75,48.15,100.9,0,TATALE SANGULI,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1126.21369743811,66.4,0,-0.733,74.1,29.40000000000001,1.633,1.971,0.605,2.008,1,1,1,region-broadcast,moderate (literature-ecological),0
170,Tolon,NORTHERN,District,9.555956,-1.19792230212529,118090,57.5,46.8,56.02,43.98,52.02,67.0,94.39,0,TOLON,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1401.41878660531,84.3,0,-0.584,74.1,29.40000000000001,1.758,2.076,0.605,2.285,1,1,1,region-broadcast,moderate (literature-ecological),0
171,Yendi Municipal,NORTHERN,Municipal,9.4739214,0.022769270127783,154421,38.3,45.3,46.25,53.75,23.76,60.15,88.11,1,YENDI MUNICIPAL,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1496.23217513033,103.2,0,-0.457,74.1,29.40000000000001,1.054,1.679,0.605,0.841,1,1,1,region-broadcast,moderate (literature-ecological),0
172,Zabzugu,NORTHERN,District,9.294058,0.367064,82846,42.7,43.3,55.77,44.23,39.02,54.98,101.48,0,ZABZUGU,0,70.6,26.4,18.6,25.9,70.6,34.1,52.4,1135.7363776001998,72.9,0,-0.675,74.1,29.40000000000001,1.345,1.771,0.605,1.541,1,1,1,region-broadcast,moderate (literature-ecological),0
173,Bunkpurugu Nakpanduri,NORTHERN EAST,District,10.632198,-0.180118,82384,38.3,45.5,38.56,61.44,10.71,67.1,75.74,0,BUNKPURUGU NAKPANDURI,0,57.5,17.4,27.5,20.5,64.2,27.2,50.6,800.9628857924611,102.9,0,-0.459,79.5,42.5,1.093,1.969,0.605,0.393,1,1,1,region-broadcast,moderate (literature-ecological),0
174,Chereponi,NORTHERN EAST,District,10.1792653999999,0.207987165887793,87176,53.8,44.2,56.31,43.69,37.28,59.91,102.96,0,CHEREPONI,0,57.5,17.4,27.5,20.5,64.2,27.2,50.6,1428.01118138721,61.0,0,-0.786,79.5,42.5,1.716,2.29,0.605,1.936,1,1,1,region-broadcast,moderate (literature-ecological),0
175,East Mamprusi Municipal,NORTHERN EAST,Municipal,10.45279035,-0.416678651029704,188006,54.7,47.4,52.28,47.72,16.82,73.33,97.47,1,EAST MAMPRUSI,0,57.5,17.4,27.5,20.5,64.2,27.2,50.6,1776.50708761427,105.8,0,-0.442,79.5,42.5,1.427,2.307,0.605,1.528,1,1,1,region-broadcast,moderate (literature-ecological),0
176,Mamprugu Moagduri,NORTHERN EAST,District,10.23964,-1.27428,68746,44.5,42.4,58.87,41.13,62.55,41.69,97.67,0,MAMPRUGU MOAGDURI,0,57.5,17.4,27.5,20.5,64.2,27.2,50.6,2205.48018927762,31.2,0,-1.206,79.5,42.5,1.952,2.1,0.605,2.064,1,1,1,region-broadcast,moderate (literature-ecological),0
177,West Mamprusi Municipal,NORTHERN EAST,Municipal,10.29738455,-0.764055036110824,175755,41.5,45.8,46.8,53.2,15.36,67.94,91.08,1,WEST MAMPRUSI MUNICIPAL,0,57.5,17.4,27.5,20.5,64.2,27.2,50.6,2715.4196616469403,64.7,0,-0.749,79.5,42.5,1.209,2.036,0.605,0.847,1,1,1,region-broadcast,moderate (literature-ecological),0
178,Yunyoo Nasuan,NORTHERN EAST,District,10.4415225,-0.0276844142154081,56879,56.9,47.0,58.02,41.98,33.07,64.41,111.6,0,YUNYOO-NASUAN,0,57.5,17.4,27.5,20.5,64.2,27.2,50.6,507.741496342342,112.0,0,-0.406,79.5,42.5,1.7,2.353,0.605,2.04,1,1,1,region-broadcast,moderate (literature-ecological),0
179,Biakoye,OTI,District,7.39217985,0.262973639210098,71827,34.2,42.2,31.34,68.66,39.0,41.32,77.0,0,BIAKOYE,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,1131.63722696952,63.5,0,-0.761,57.2,37.0,1.043,1.283,0.605,0.439,1,0,1,region-broadcast,moderate (literature-ecological),0
180,Guan,OTI,District,7.19092,0.60951,28238,28.1,42.9,17.68,82.32,27.39,47.11,72.38,0,BIAKOYE,1,63.0,35.6,10.1,42.8,50.6,40.8,57.5,1131.63722696952,25.0,1,-1.344,57.2,37.0,0.78,1.157,0.605,-0.402,1,0,1,region-broadcast,moderate (literature-ecological),0
181,Jasikan Municipal,OTI,Municipal,7.40707195,0.466071316332564,59695,30.2,42.2,24.31,75.69,36.8,44.12,66.47,1,JASIKAN,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,568.734991448187,105.0,0,-0.447,57.2,37.0,0.951,1.2,0.605,0.032,1,0,1,region-broadcast,moderate (literature-ecological),0
182,Kadjebi,OTI,District,7.7210325,0.534053201682814,73959,27.2,41.5,28.64,71.36,28.9,41.86,73.37,0,KADJEBI,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,707.023676226418,104.6,0,-0.449,57.2,37.0,0.789,1.138,0.605,-0.056,1,0,1,region-broadcast,moderate (literature-ecological),0
183,Krachi East Municipal,OTI,Municipal,7.69817,0.22447,110435,41.2,41.6,43.52,56.48,45.87,40.98,80.43,1,KRACHI EAST MUNICIPAL,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,2829.4364255752903,39.0,0,-1.066,57.2,37.0,1.249,1.427,0.605,1.193,1,0,1,region-broadcast,moderate (literature-ecological),0
184,Krachi Nchumuru,OTI,District,8.1892008,-0.0866133771431008,79934,47.2,40.8,47.79,52.21,60.02,37.31,86.7,0,KRACHI NCHUMURU,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,1227.74442834659,65.1,0,-0.746,57.2,37.0,1.547,1.551,0.605,1.765,1,0,1,region-broadcast,moderate (literature-ecological),0
185,Krachi West Municipal,OTI,Municipal,7.8,-0.01667,61128,37.4,41.7,41.15,58.85,25.3,46.14,71.17,1,KRACHI WEST,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,952.664534990345,64.2,0,-0.754,57.2,37.0,0.888,1.347,0.605,0.666,1,0,1,region-broadcast,moderate (literature-ecological),0
186,Nkwanta North (Kpassa),OTI,District,8.4892994,0.3094664,126096,55.2,41.7,54.93,45.07,73.17,42.37,91.96,0,NKWANTA NORTH,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,1131.15529335324,111.5,0,-0.409,57.2,37.0,1.861,1.716,0.605,2.487,1,0,1,region-broadcast,moderate (literature-ecological),0
187,Nkwanta South Municipal,OTI,Municipal,8.25811615,0.509975335946734,135936,42.8,41.8,44.77,55.23,52.28,40.65,82.68,1,NKWANTA SOUTH MUNICIPAL,0,63.0,35.6,10.1,42.8,50.6,40.8,57.5,2808.28596708988,48.4,0,-0.931,57.2,37.0,1.367,1.46,0.605,1.389,1,0,1,region-broadcast,moderate (literature-ecological),0
188,Bole,SAVANNAH,District,8.69166865,-2.17855621492469,115800,37.2,44.8,48.8,51.2,19.56,61.39,69.47,0,BOLE,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,6354.7799616178,18.2,0,-1.543,76.4,41.8,1.243,2.005,0.605,0.82,1,1,1,region-broadcast,moderate (literature-ecological),0
189,Central Gonja,SAVANNAH,District,8.93715119999999,-1.10983922943129,142762,61.8,46.6,56.92,43.08,46.18,68.51,95.23,0,CENTRAL GONJA,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,7794.2020158769,18.3,0,-1.539,76.4,41.8,2.003,2.512,0.605,2.382,1,1,1,region-broadcast,moderate (literature-ecological),0
190,East Gonja Municipal,SAVANNAH,Municipal,8.347473,-0.7895018232454,117755,38.8,43.1,51.28,48.72,29.47,54.45,78.92,1,EAST GONJA MUNICIPAL,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,2318.21002477647,50.8,0,-0.901,76.4,41.8,1.413,2.038,0.605,1.109,1,1,1,region-broadcast,moderate (literature-ecological),0
191,North East Gonja,SAVANNAH,District,8.98787705,-0.403868101269744,39404,60.4,45.6,59.93,40.07,58.9,58.35,99.6,0,NORTH EAST GONJA,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,6273.45137863918,6.3,0,-2.206,76.4,41.8,2.17,2.484,0.605,2.622,1,1,1,region-broadcast,moderate (literature-ecological),0
