district_id,district,region,urban_rural_class,lat,lon,total_pop,poverty_incidence,poverty_intensity,illiteracy_rate,literacy_rate,uninsured_rate,non_employment_share,dependency_ratio,admin_urban_class,geojson_district,gap_merged_for_map,improved_water_pct_rgnbc,surface_water_pct_rgnbc,water_over30min_pct_rgnbc,improved_sanitation_pct_rgnbc,open_defecation_pct_rgnbc,female_literacy_pct_rgnbc,male_literacy_pct_rgnbc,area_km2,pop_density,density_approx_flag,urbanicity_z,san_deficit,water_deficit,nwpri_equal,nwpri_pca,nwpri_pc1_var,genuine_dep_pca,oncho_highrisk,trachoma_hist_endemic,ntd_pov_belt,ntd_anchor_resolution,ntd_anchor_confidence,buruli_focus
192,North Gonja,SAVANNAH,District,8.98787705,-0.403868101269744,61443,58.4,47.2,60.04,39.96,59.7,63.64,94.25,0,NORTH GONJA,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,5021.01117647173,12.2,0,-1.793,76.4,41.8,2.152,2.443,0.605,2.565,1,1,1,region-broadcast,moderate (literature-ecological),0
193,Sawla Tuna Kalba,SAVANNAH,District,9.4809443,-2.41330933679435,112664,54.2,46.9,58.73,41.27,42.85,65.47,87.76,0,SAWLA-TUNA-KALBA,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,4373.09105549188,25.8,0,-1.325,76.4,41.8,1.84,2.356,0.605,2.114,1,1,1,region-broadcast,moderate (literature-ecological),0
194,West Gonja,SAVANNAH,Municipal,9.5267018,-1.5071681,63449,39.7,44.9,40.19,59.81,8.88,73.58,71.53,1,WEST GONJA,0,58.2,38.8,14.2,23.6,73.6,30.9,51.0,4872.599496972261,13.0,0,-1.753,76.4,41.8,1.122,2.055,0.605,0.469,1,1,1,region-broadcast,moderate (literature-ecological),0
195,Bawku Municipal,UPPER EAST,Municipal,11.0607602,-0.2422876,119458,23.6,44.8,41.62,58.38,7.24,57.98,78.15,1,BAWKU MUNICIPAL,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,258.343826087477,462.4,0,0.481,72.9,4.5,0.138,0.808,0.605,-0.095,1,1,1,region-broadcast,moderate (literature-ecological),0
196,Bawku West,UPPER EAST,District,10.84277,-0.492947618512454,144189,47.6,47.2,51.87,48.13,12.63,64.64,86.58,0,BAWKU WEST,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,1117.7693324889,129.0,0,-0.318,72.9,4.5,0.575,1.302,0.605,1.192,1,1,1,region-broadcast,moderate (literature-ecological),0
197,Binduri,UPPER EAST,District,10.9694889,-0.3062234,76679,53.8,47.8,52.68,47.32,14.26,70.34,88.38,0,BINDURI,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,409.278905472633,187.4,0,-0.084,72.9,4.5,0.691,1.429,0.605,1.469,1,1,1,region-broadcast,moderate (literature-ecological),0
198,Bolgatanga East,UPPER EAST,District,10.7853963,-0.8487322,38824,24.9,44.0,32.21,67.79,7.41,61.44,68.12,0,BOLGA  EAST,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,74.93770810179899,518.1,0,0.552,72.9,4.5,0.16,0.835,0.605,-0.35,1,1,1,region-broadcast,moderate (literature-ecological),0
199,Bolgatanga Municipal,UPPER EAST,Municipal,10.7853963,-0.8487322,142509,20.2,44.8,28.31,71.69,8.78,55.94,63.26,1,BOLGATANGA MUNICIPAL,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,339.312033467705,420.0,0,0.421,72.9,4.5,0.11,0.739,0.605,-0.627,1,1,1,region-broadcast,moderate (literature-ecological),0
200,Bongo,UPPER EAST,District,10.9166838999999,-0.805767855895511,116431,54.0,48.5,44.64,55.36,17.02,77.24,78.53,0,BONGO,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,433.102702762497,268.8,0,0.141,72.9,4.5,0.735,1.433,0.605,1.257,1,1,1,region-broadcast,moderate (literature-ecological),0
201,Builsa North Municipal,UPPER EAST,Municipal,10.73472,-1.29056,56571,39.7,46.8,39.93,60.07,11.47,65.29,72.26,1,BUILSA NORTH,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,851.334655874481,66.4,0,-0.733,72.9,4.5,0.44,1.139,0.605,0.5,1,1,1,region-broadcast,moderate (literature-ecological),0
202,Builsa South,UPPER EAST,District,10.53032385,-1.26246582508358,36575,55.1,47.7,51.08,48.92,21.89,69.7,76.19,0,BUILSA SOUTH,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,1293.02338691196,28.3,0,-1.267,72.9,4.5,0.824,1.456,0.605,1.58,1,1,1,region-broadcast,moderate (literature-ecological),0
203,Garu,UPPER EAST,District,10.76975475,-0.21182067584702,71774,44.7,47.7,51.4,48.6,19.94,63.64,95.02,0,GARU,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,704.208643889587,101.9,0,-0.465,72.9,4.5,0.64,1.243,0.605,1.183,1,1,1,region-broadcast,moderate (literature-ecological),0
204,Kasena Nankana Municipal,UPPER EAST,Municipal,10.895598,-1.30768,99895,33.8,47.1,32.68,67.32,12.46,65.6,63.52,1,KASENA NANKANA EAST,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,800.123548693161,124.8,0,-0.338,72.9,4.5,0.367,1.018,0.605,0.065,1,1,1,region-broadcast,moderate (literature-ecological),0
205,Kasena Nankana West,UPPER EAST,District,10.895598,-1.30768,90735,53.6,47.4,41.15,58.85,13.6,74.07,78.1,0,KASENA NANKANA WEST,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,911.27869795166,99.6,0,-0.48,72.9,4.5,0.678,1.425,0.605,1.078,1,1,1,region-broadcast,moderate (literature-ecological),0
206,Nabdam,UPPER EAST,District,10.8469045,-0.661562047243897,53039,68.6,51.2,46.53,53.47,19.84,84.5,67.27,0,NABDAM,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,255.625178971718,207.5,0,-0.02,72.9,4.5,0.994,1.734,0.605,1.893,1,1,1,region-broadcast,moderate (literature-ecological),0
207,Pusiga,UPPER EAST,District,11.0854045,-0.1276855,80533,40.8,45.4,54.83,45.17,8.45,65.94,94.2,0,PUSIGA,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,267.26207518834497,301.3,0,0.213,72.9,4.5,0.412,1.162,0.605,0.977,1,1,1,region-broadcast,moderate (literature-ecological),0
208,Talensi,UPPER EAST,District,10.6451057499999,-0.62587443176215,87021,56.2,48.9,40.69,59.31,18.85,72.23,75.39,0,TALENSI,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,873.971364000999,99.6,0,-0.48,72.9,4.5,0.795,1.479,0.605,1.237,1,1,1,region-broadcast,moderate (literature-ecological),0
209,Tempane,UPPER EAST,District,10.9030714,-0.0914351270233069,86993,50.7,48.1,54.79,45.21,18.29,68.74,95.55,0,TEMPANE,0,95.5,0.4,10.6,27.1,71.3,55.2,63.5,402.65243555715,216.0,0,0.005,72.9,4.5,0.705,1.366,0.605,1.486,1,1,1,region-broadcast,moderate (literature-ecological),0
210,Daffiama Bussie Issa,UPPER WEST,District,10.36748405,-2.26222672458466,38754,38.7,44.4,55.65,44.35,26.29,57.63,82.13,0,DAFFIAMA BUSSIE ISSA,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,1514.53718383333,25.6,0,-1.329,75.0,2.200000000000003,0.502,0.913,0.605,1.198,1,1,1,region-broadcast,moderate (literature-ecological),0
211,Jirapa Municipal,UPPER WEST,Municipal,10.5366328,-2.7008646,91279,50.1,47.4,49.11,50.89,12.44,73.6,76.11,1,JIRAPA,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,1237.505755073,73.8,0,-0.667,75.0,2.200000000000003,0.466,1.146,0.605,1.191,1,1,1,region-broadcast,moderate (literature-ecological),0
212,Lambussie Karni,UPPER WEST,District,10.846747,-2.708741,51118,44.2,46.0,50.17,49.83,11.42,64.88,84.58,0,LAMBUSSIE-KARNI,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,846.7089559613039,60.4,0,-0.792,75.0,2.200000000000003,0.363,1.025,0.605,0.995,1,1,1,region-broadcast,moderate (literature-ecological),0
213,Lawra Municipal,UPPER WEST,Municipal,10.61348995,-2.86412434170417,58433,39.5,45.8,46.11,53.89,6.05,66.16,74.56,1,LAWRA,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,549.1792564645999,106.4,0,-0.438,75.0,2.200000000000003,0.214,0.928,0.605,0.611,1,1,1,region-broadcast,moderate (literature-ecological),0
214,Nadowli Kaleo,UPPER WEST,District,10.2868347,-2.6394776056347,77057,40.6,47.2,44.26,55.74,12.82,66.03,78.11,0,NADOWLI-KALEO,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,1176.35096795779,65.5,0,-0.742,75.0,2.200000000000003,0.331,0.951,0.605,0.694,1,1,1,region-broadcast,moderate (literature-ecological),0
215,Nandom,UPPER WEST,Municipal,10.8520701,-2.760077,51328,31.8,44.8,43.85,56.15,5.23,64.15,72.36,1,NANDOM,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,421.919752980652,121.7,0,-0.354,75.0,2.200000000000003,0.087,0.77,0.605,0.245,1,1,1,region-broadcast,moderate (literature-ecological),0
216,Sissala East Municipal,UPPER WEST,Municipal,10.59705475,-1.85050542952138,80619,28.8,44.3,45.86,54.14,16.53,52.0,74.89,1,SISSALA EAST,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,5307.883583663161,15.2,0,-1.655,75.0,2.200000000000003,0.21,0.709,0.605,0.373,1,1,1,region-broadcast,moderate (literature-ecological),0
217,Sissala West,UPPER WEST,District,10.7467085,-2.29346951572635,63828,32.3,46.1,49.84,50.16,12.48,59.7,85.56,0,SISSALA WEST,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,2138.82227458873,29.8,0,-1.234,75.0,2.200000000000003,0.202,0.78,0.605,0.568,1,1,1,region-broadcast,moderate (literature-ecological),0
218,Wa East,UPPER WEST,District,10.06069,-2.50192,91457,48.7,45.3,58.2,41.8,31.36,55.34,82.98,0,WA EAST,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,4460.865081872909,20.5,0,-1.468,75.0,2.200000000000003,0.726,1.119,0.605,1.722,1,1,1,region-broadcast,moderate (literature-ecological),0
219,Wa Municipal,UPPER WEST,Municipal,10.0623261,-2.5054273,200672,16.5,43.4,27.15,72.85,10.89,57.15,63.18,1,WA MUNICIPAL,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,601.703817817902,333.5,0,0.276,75.0,2.200000000000003,-0.056,0.456,0.605,-0.767,1,1,1,region-broadcast,moderate (literature-ecological),0
220,Wa West,UPPER WEST,District,9.8985772,-2.6832633,96957,61.9,48.7,56.7,43.3,30.87,67.36,90.42,0,WA WEST,0,97.8,1.3,18.6,25.0,56.4,51.0,51.3,1546.66710593777,62.7,0,-0.769,75.0,2.200000000000003,0.915,1.39,0.605,2.146,1,1,1,region-broadcast,moderate (literature-ecological),0
221,Adaklu,VOLTA,District,6.4470511,0.6286474,38649,33.2,43.6,28.62,71.38,27.03,50.28,74.77,0,ADAKLU,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,816.1345874286329,47.4,0,-0.944,32.8,13.599999999999994,-0.021,0.035,0.605,0.133,1,0,1,region-broadcast,moderate (literature-ecological),0
222,Afadzato South,VOLTA,District,7.0222497,0.561946,73146,32.5,43.7,19.28,80.72,28.94,53.76,74.52,0,AFADZATO SOUTH,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,564.756958306145,129.5,0,-0.315,32.8,13.599999999999994,-0.003,0.021,0.605,-0.166,1,0,1,region-broadcast,moderate (literature-ecological),0
223,Agortime-Ziope,VOLTA,District,6.42618935,0.732357165932429,39553,25.7,43.4,30.27,69.73,25.67,41.73,70.2,0,AGOTIME ZIOPE,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,321.711761480251,122.9,0,-0.348,32.8,13.599999999999994,-0.152,-0.119,0.605,-0.107,1,0,1,region-broadcast,moderate (literature-ecological),0
224,Akatsi North,VOLTA,District,6.3108306,0.876439062223793,32755,39.3,44.4,35.49,64.51,51.12,49.91,76.87,0,AKATSI NORTH,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,319.902453138412,102.4,0,-0.462,32.8,13.599999999999994,0.427,0.162,0.605,0.943,1,0,1,region-broadcast,moderate (literature-ecological),0
225,Akatsi South Municipal,VOLTA,District,8.25846,0.508747,92133,30.1,44.5,29.13,70.87,31.45,52.81,71.31,0,AKATSI SOUTH,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,545.523265241421,168.9,0,-0.149,32.8,13.599999999999994,-0.001,-0.028,0.605,0.104,1,0,1,region-broadcast,moderate (literature-ecological),0
226,Anloga,VOLTA,District,5.7936484,0.8984702,94895,31.6,45.9,30.83,69.17,43.92,56.94,70.8,0,ANLOGA,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,240.213606224686,395.0,0,0.382,32.8,13.599999999999994,0.205,0.004,0.605,0.403,1,0,1,region-broadcast,moderate (literature-ecological),0
227,Central Tongu,VOLTA,District,6.16884364999999,0.611561745917151,83284,36.0,44.4,35.01,64.99,31.61,53.52,77.61,0,CENTRAL TONGU,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,694.594151703419,119.9,0,-0.364,32.8,13.599999999999994,0.089,0.093,0.605,0.512,1,0,1,region-broadcast,moderate (literature-ecological),0
228,Ho Municipal,VOLTA,Municipal,6.6126598,0.4688932,180142,12.5,42.1,10.56,89.44,13.46,52.5,50.84,1,HO MUNICIPAL,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,585.336411688627,307.8,0,0.226,32.8,13.599999999999994,-0.529,-0.391,0.605,-1.412,1,0,1,region-broadcast,moderate (literature-ecological),0
229,Ho West,VOLTA,District,6.590707,0.46714,83172,27.9,42.7,18.88,81.12,30.91,49.73,69.13,0,HO WEST,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,1022.65800391821,81.3,0,-0.607,32.8,13.599999999999994,-0.042,-0.073,0.605,-0.317,1,0,1,region-broadcast,moderate (literature-ecological),0
230,Hohoe Municipal,VOLTA,Municipal,7.153187,0.477735,114472,18.8,42.8,16.05,83.95,19.34,51.17,63.87,1,HOHOE MUNICIPAL,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,699.385712352121,163.7,0,-0.169,32.8,13.599999999999994,-0.349,-0.261,0.605,-0.915,1,0,1,region-broadcast,moderate (literature-ecological),0
231,Keta Municipal,VOLTA,Municipal,5.9215688,0.9910728,78862,25.2,45.0,25.13,74.87,27.29,57.7,64.22,1,KETA MUNICIPAL,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,525.514737973404,150.1,0,-0.223,32.8,13.599999999999994,-0.136,-0.129,0.605,-0.267,1,0,1,region-broadcast,moderate (literature-ecological),0
232,Ketu North Municipal,VOLTA,Municipal,6.192057,0.981151401381816,114993,27.2,44.3,31.57,68.43,38.02,49.34,72.98,1,KETU NORTH,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,431.26674265873,266.6,0,0.136,32.8,13.599999999999994,0.053,-0.087,0.605,0.177,1,0,1,region-broadcast,moderate (literature-ecological),0
233,Ketu South Municipal,VOLTA,Municipal,6.07748514999999,1.0706219725046,253122,25.6,45.4,30.06,69.94,47.86,53.02,72.91,1,KETU SOUTH,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,283.118897715126,894.0,0,0.893,32.8,13.599999999999994,0.175,-0.119,0.605,0.219,1,0,1,region-broadcast,moderate (literature-ecological),0
234,Kpando Municipal,VOLTA,Municipal,7.0000115,0.318327973849328,58552,23.4,43.4,18.77,81.23,19.74,53.83,59.38,1,KPANDO MUNICIPAL,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,320.905882000517,182.5,0,-0.101,32.8,13.599999999999994,-0.274,-0.167,0.605,-0.654,1,0,1,region-broadcast,moderate (literature-ecological),0
235,North Dayi,VOLTA,District,6.91384645,0.22267318926127,39268,30.1,43.6,19.33,80.67,22.86,53.81,69.46,0,NORTH DAYI,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,472.498676510769,83.1,0,-0.593,32.8,13.599999999999994,-0.129,-0.029,0.605,-0.344,1,0,1,region-broadcast,moderate (literature-ecological),0
236,North Tongu,VOLTA,District,6.14399495,0.297188924896433,111410,38.4,45.4,30.74,69.26,40.91,52.03,77.5,0,NORTH TONGU,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,1152.37984035569,96.7,0,-0.498,32.8,13.599999999999994,0.262,0.143,0.605,0.602,1,0,1,region-broadcast,moderate (literature-ecological),0
237,South Dayi,VOLTA,District,6.5449087,0.240546020283373,57518,29.0,44.3,21.28,78.72,20.93,56.87,66.19,0,SOUTH DAYI,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,365.444353718647,157.4,0,-0.193,32.8,13.599999999999994,-0.174,-0.052,0.605,-0.351,1,0,1,region-broadcast,moderate (literature-ecological),0
238,South Tongu,VOLTA,District,5.96577275,0.641061228110148,113114,32.4,45.2,28.7,71.3,34.34,53.42,73.21,0,SOUTH TONGU,0,86.4,10.8,3.6,67.2,21.7,72.0,86.8,654.689366765488,172.8,0,-0.135,32.8,13.599999999999994,0.076,0.019,0.605,0.217,1,0,1,region-broadcast,moderate (literature-ecological),0
239,Ahanta West Municipal,WESTERN,Municipal,4.8514282,-1.98665461803006,153140,27.2,44.7,24.99,75.01,46.3,49.01,66.14,1,AHANTA WEST MUNICIPAL,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,562.050512956345,272.5,0,0.15,29.8,7.599999999999994,-0.057,-0.414,0.605,0.089,1,0,1,region-broadcast,moderate (literature-ecological),0
240,Effia Kwesimintsim Municipal,WESTERN,Municipal,4.96766095,-1.80360599719917,173975,9.3,42.5,8.98,91.02,23.32,47.64,52.48,1,EFFIA KWESIMINTSIM MUNICIPAL,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,106.401180254303,1635.1,0,1.271,29.8,7.599999999999994,-0.663,-0.783,0.605,-1.43,1,0,1,region-broadcast,moderate (literature-ecological),0
241,Ellembelle,WESTERN,District,5.14952214999999,-2.42142536190491,120893,33.3,42.8,26.28,73.72,30.29,54.45,63.84,0,ELLEMBELLE,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1010.39462118182,119.6,0,-0.365,29.8,7.599999999999994,-0.203,-0.289,0.605,0.11,1,0,1,region-broadcast,moderate (literature-ecological),0
242,Jomoro Municipal,WESTERN,Municipal,5.199616,-2.61473434715296,126576,31.2,43.7,28.7,71.3,31.75,50.65,66.2,1,JOMORO,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1517.1355169268502,83.4,0,-0.591,29.8,7.599999999999994,-0.213,-0.332,0.605,0.134,1,0,1,region-broadcast,moderate (literature-ecological),0
243,Mpohor,WESTERN,District,4.9705877,-1.8927971,52028,31.4,44.3,26.28,73.72,48.47,47.95,60.96,0,MPOHOR,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,532.304366586571,97.7,0,-0.492,29.8,7.599999999999994,0.037,-0.327,0.605,0.317,1,0,1,region-broadcast,moderate (literature-ecological),0
244,Nzema East Municipal,WESTERN,Municipal,5.08576495,-2.22263416898707,94621,38.2,43.0,34.41,65.59,49.09,45.57,63.72,1,NZEMA EAST,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1099.9139635095798,86.0,0,-0.571,29.8,7.599999999999994,0.148,-0.187,0.605,0.838,1,0,1,region-broadcast,moderate (literature-ecological),0
245,Prestea/Huni Valley Municipal,WESTERN,Municipal,5.44481979999999,-2.04050432321944,229301,29.5,43.8,25.74,74.26,48.87,49.8,63.05,1,PRESTEA/HUNI VALLEY,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1838.15182368607,124.7,0,-0.339,29.8,7.599999999999994,0.015,-0.366,0.605,0.236,1,0,1,region-broadcast,moderate (literature-ecological),0
246,"Sekondi Takoradi Metropolitan Area (STMA)- Takoradi, Sekondi & Essikado-Ketan",WESTERN,Metropolitan,4.95328,-1.73308,245382,10.1,42.6,9.65,90.35,20.06,50.37,52.83,1,SEKONDI TAKORADI METROPOLIS,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,88.05500565106959,2786.7,0,1.604,29.8,7.599999999999994,-0.7,-0.767,0.605,-1.429,1,0,1,region-broadcast,moderate (literature-ecological),0
247,Shama,WESTERN,District,5.0606463,-1.64288365568687,117224,22.0,44.4,20.93,79.07,30.4,48.6,68.98,0,SHAMA,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,196.558467995094,596.4,0,0.64,29.8,7.599999999999994,-0.37,-0.522,0.605,-0.473,1,0,1,region-broadcast,moderate (literature-ecological),0
248,Tarkwa-Nsuaem Municipal,WESTERN,Municipal,5.310935,-1.992426,219109,18.2,43.5,17.82,82.18,28.38,49.7,54.63,1,TARKWA NSUAEM,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,918.826057121452,238.5,0,0.067,29.8,7.599999999999994,-0.456,-0.6,0.605,-0.743,1,0,1,region-broadcast,moderate (literature-ecological),0
249,Wassa Amenfi Central,WESTERN,District,5.7890318,-2.0839856,117999,37.6,43.0,34.11,65.89,47.02,46.53,67.58,0,WASSA AMENFI CENTRAL,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1876.93304922424,62.9,0,-0.767,29.8,7.599999999999994,0.108,-0.2,0.605,0.775,1,0,1,region-broadcast,moderate (literature-ecological),0
250,Wassa Amenfi East Municipal,WESTERN,Municipal,5.87660585,-1.98975398510416,179696,35.5,44.4,32.21,67.79,45.97,53.08,58.93,1,WASSA AMENFI EAST,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1584.93383633681,113.4,0,-0.398,29.8,7.599999999999994,0.061,-0.243,0.605,0.621,1,0,1,region-broadcast,moderate (literature-ecological),0
251,Wassa Amenfi West Municipal,WESTERN,Municipal,5.7735167,-2.5321498,131000,24.9,42.0,29.93,70.07,27.83,42.72,61.84,1,WASSA AMENFI WEST,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1472.5203401484698,89.0,0,-0.55,29.8,7.599999999999994,-0.365,-0.462,0.605,-0.114,1,0,1,region-broadcast,moderate (literature-ecological),0
252,Wassa East,WESTERN,District,5.3622378,-1.62070954561049,99641,38.0,42.0,31.67,68.33,53.4,39.56,71.96,0,WASSA EAST,0,92.4,5.5,2.2,70.2,9.6,65.4,76.0,1678.12919014776,59.4,0,-0.803,29.8,7.599999999999994,0.209,-0.191,0.605,0.807,1,0,1,region-broadcast,moderate (literature-ecological),0
253,Aowin Municipal,WESTERN NORTH,Municipal,5.69311555,-2.7557437678514,133257,37.1,41.9,38.74,61.26,33.75,43.1,63.59,1,AOWIN,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,2653.10746503978,50.2,0,-0.908,50.9,18.5,0.262,0.289,0.605,0.705,1,0,1,region-broadcast,moderate (literature-ecological),0
254,Bia East,WESTERN NORTH,District,6.817878,-3.00681786775424,53073,32.9,41.5,42.63,57.37,43.89,38.19,71.03,0,BIA EAST,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,799.453757694778,66.4,0,-0.733,50.9,18.5,0.349,0.203,0.605,0.832,1,0,1,region-broadcast,moderate (literature-ecological),0
255,Bia West,WESTERN NORTH,District,6.56894165,-3.06628883975843,115881,24.5,41.3,10.35,89.65,7.14,46.82,67.7,0,BIA WEST,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,1312.00885897011,88.3,0,-0.555,50.9,18.5,-0.32,0.028,0.605,-1.078,1,0,1,region-broadcast,moderate (literature-ecological),0
256,Bibiani Anhwiaso Bekwai Municipal,WESTERN NORTH,Municipal,6.29602085,-2.23398871855776,167971,25.8,41.9,13.49,86.51,8.9,49.3,64.41,1,BIBIANI-ANHWIASO-BEKWAI MUNICIPAL,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,849.427421199173,197.7,0,-0.051,50.9,18.5,-0.274,0.055,0.605,-0.902,1,0,1,region-broadcast,moderate (literature-ecological),0
257,Bodi,WESTERN NORTH,District,6.24012575,-2.87347603617418,65748,18.6,41.7,58.55,41.45,37.76,44.41,65.26,0,BODI,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,674.4206844922791,97.5,0,-0.493,50.9,18.5,0.046,-0.091,0.605,0.735,1,0,1,region-broadcast,moderate (literature-ecological),0
258,Juaboso,WESTERN NORTH,District,6.3415722,-2.8235416,88814,18.9,42.3,44.93,55.07,34.31,48.64,62.53,0,JUABOSO,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,1395.5274333116602,63.6,0,-0.76,50.9,18.5,-0.001,-0.085,0.605,0.252,1,0,1,region-broadcast,moderate (literature-ecological),0
259,Sefwi Akontombra,WESTERN NORTH,District,6.0425529,-2.8760069,66689,24.5,42.2,44.28,55.72,27.02,40.09,68.47,0,SEFWI AKONTOMBRA,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,1139.79363942365,58.5,0,-0.812,50.9,18.5,-0.025,0.029,0.605,0.324,1,0,1,region-broadcast,moderate (literature-ecological),0
260,Sefwi Wiawso Municipal,WESTERN NORTH,Municipal,6.30540429999999,-2.51755838219394,151220,33.3,42.4,28.08,71.92,24.68,47.32,62.36,1,SEFWI-WIAWSO,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,1030.4502855977,146.8,0,-0.237,50.9,18.5,0.071,0.21,0.605,0.083,1,0,1,region-broadcast,moderate (literature-ecological),0
261,Suaman,WESTERN NORTH,District,6.10824159999999,-3.00869712063798,38268,37.5,41.3,50.34,49.66,58.99,51.79,56.44,0,SUAMAN,0,81.5,7.0,7.7,49.1,6.3,47.8,74.5,407.097163407135,94.0,0,-0.516,50.9,18.5,0.641,0.299,0.605,1.479,1,0,1,region-broadcast,moderate (literature-ecological),0
